time,pitch_measured,label,airspeed_measured,velocity_z,wind_estimation_linear_x,wind_estimation_linear_y,orientation_x,orientation_y,orientation_z,orientation_w,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,airspeed,groundspeed,throttle,altitude,climb
2018-07-21 00:33:19.020789146,-3.3724255561799996,False,18.8062782288,2.66038823128,-1.08992528341,-3.13801207421,0.00598496221194,-0.309729626821,-0.950032571288,-0.038338648762699996,-1.4513842,1.24544455,11.36590735,19.3867607117,19.386379241900002,0.18000000715300002,397.690002441,0.810540676117
2018-07-21 00:33:19.077624798,-3.3724255561799996,False,18.8062782288,2.6694548503552324,-1.0926817350326385,-3.1382709022393254,0.003546722285547249,-0.30943206216308283,-0.9492023701638962,-0.04933155318154059,-1.4579820023800598,1.2269707033358321,11.38570075714018,19.49010125096072,19.392330406980925,0.2015292420539959,397.5917738263171,0.5159991806684494
2018-07-21 00:33:19.110307693,-3.3724255561799996,False,18.8062782288,2.674300002191484,-1.0954381866552774,-3.138529730268651,0.0011084823591544979,-0.3091344975051657,-0.9483721690397924,-0.06032445760038117,-1.46457980476012,1.208496856671664,11.405494164280361,19.59344179022144,19.398281572061844,0.22305847695499179,397.49354521163417,0.22145768521989873
2018-07-21 00:33:19.139793634,-3.3724255561799996,False,18.9435430666536,2.6752076224017913,-1.098194638277916,-3.138788558297976,-0.0013297575672382538,-0.3088369328472485,-0.9475419679156886,-0.07131736201922176,-1.4711776071401799,1.1900230100074962,11.42528757142054,19.696782329482158,19.404232737142767,0.24458771185598766,397.39531659695126,-0.07308381022865196
2018-07-21 00:33:19.204697847,-3.3724255561799996,False,19.05530882951709,2.668806057816087,-1.1009510899005546,-3.1390473863273014,-0.0037679974936310045,-0.30853936818933136,-0.9467117667915848,-0.08231026643806236,-1.4777754095202398,1.1715491633433284,11.44508097856072,19.80012286874288,19.41018390222369,0.26611694675698355,397.29708798226835,-0.36762530567720253
2018-07-21 00:33:19.260585308,-3.3724255561799996,False,19.0677013397,2.6395581746205696,-1.1037075415231934,-3.139306214356627,-0.006206237420023755,-0.30824180353141417,-0.9458815656674809,-0.09330317085690296,-1.4843732119003,1.1530753166791605,11.464874385700899,19.9034634080036,19.416135067304612,0.2876461816579794,397.19885936758544,-0.6621668011257531
2018-07-21 00:33:19.325912476,-3.3724255561799996,False,19.33366387468051,2.5434562198424437,-1.106463993145832,-3.1395650423859522,-0.008644477346416508,-0.30794423887349703,-0.945051364543377,-0.10429607527574353,-1.4909710142803598,1.1346014700149925,11.48466779284108,20.00680394726432,19.42208623238553,0.3091754165589753,397.1006307529026,-0.9567082965743039
2018-07-21 00:33:19.362012148,-2.0127017497999997,False,19.3867607117,2.4729528487892805,-1.1092204447684708,-3.1398238704152774,-0.011082717272809257,-0.30764667421557984,-0.9442211634192732,-0.11528897969458413,-1.4975688166604197,1.1161276233508246,11.50446119998126,20.110144486525037,19.428037397466454,0.3307046514599712,397.0024021382197,-1.2512497920228542
2018-07-21 00:33:19.403902531,-2.0127017497999997,False,19.3867607117,2.415326250370015,-1.1119768963911094,-3.140082698444603,-0.014076027904286508,-0.3079587272360285,-0.9426935224144858,-0.12580212415731334,-1.4261839029985008,1.0189212268365817,11.67047219970015,20.153152640286056,19.465198599735533,0.3308245909175772,396.91258553151124,-1.5027891259853225
2018-07-21 00:33:19.437195301,-2.0127017497999997,False,19.565569547377734,2.3577264511637184,-1.114733348013748,-3.1403415264739283,-0.01749108343423482,-0.30873397015915705,-0.9406359638532965,-0.1359507451239775,-1.2955474158733133,0.8618935301911544,11.947579899662669,20.150320010946814,19.526073310652475,0.31467766373927436,396.82916040145017,-1.7216552490147379
2018-07-21 00:33:19.476101875,-2.0127017497999997,False,19.6250534058,2.3233841469967316,-1.1185854886732083,-3.1390850436049624,-0.020906138964183134,-0.30950921308228563,-0.9385784052921072,-0.14609936609064167,-1.1649109287481259,0.7048658335457272,12.224687599625186,20.147487381607572,19.586948021569416,0.2985307365609715,396.7457352713891,-1.9405213720441532
2018-07-21 00:33:19.518615960,-2.0127017497999997,False,19.778424546106596,2.2838688018242577,-1.1224526387715292,-3.1378078030524588,-0.024321194494131445,-0.31028445600541416,-0.936520846730918,-0.15624798705730586,-1.0342744416229386,0.5478381369002998,12.501795299587705,20.144654752268327,19.647822732486357,0.28238380938266866,396.662310141328,-2.1593874950735685
2018-07-21 00:33:19.559518576,-2.0127017497999997,False,19.8457622528,2.2451075939188003,-1.12631978886985,-3.136530562499955,-0.027736250024079756,-0.31105969892854274,-0.9344632881697287,-0.16639660802397002,-0.9036379544977511,0.39081044025487255,12.778902999550224,20.141822122929085,19.7086974434033,0.2662368822043658,396.5788850112669,-2.378253618102984
2018-07-21 00:33:19.626812696,-2.0127017497999997,False,19.899901028322788,2.206668638397699,-1.130186938968171,-3.1352533219474514,-0.03115130555402807,-0.31183494185167127,-0.9324057296085394,-0.17654522899063418,-0.7730014673725637,0.2337827436094453,13.056010699512743,20.13898949358984,19.76957215432024,0.25008995502606296,396.4954598812058,-2.597119741132399
2018-07-21 00:33:19.730530739,-2.0127017497999997,False,20.06765252648006,2.121789905800975,-1.1340540890664916,-3.1339760813949473,-0.034566361083976385,-0.31261018477479985,-0.9303481710473501,-0.18669384995729837,-0.6423649802473763,0.07675504696401791,13.333118399475262,20.136156864250598,19.83044686523718,0.2339430278477601,396.41203475114474,-2.815985864161814
2018-07-21 00:33:19.764769793,-2.91862869263,False,20.1547622681,2.0858511451104276,-1.1379212391648126,-3.1326988408424437,-0.038300542181484556,-0.31275629559507195,-0.9285629259288765,-0.196018001840253,-0.5403655284107945,-0.0422700431034482,13.562677814430284,20.131164494297636,19.888707846531148,0.21889804973872865,396.33081342945434,-2.9721883677049323
2018-07-21 00:33:19.809801102,-2.91862869263,False,20.11940535186177,2.102090877034333,-1.1417883892631333,-3.13142160028994,-0.044053680951310195,-0.30892218290747675,-0.9285004801418681,-0.20012612482626987,-0.6195391569715143,0.07912952068965523,13.491421548725636,20.11250845923748,19.930432987353225,0.21082458614957722,396.2635345688846,-2.731947564293928
2018-07-21 00:33:19.906226873,-2.91862869263,False,20.035025901192505,2.12034405117994,-1.1456555393614543,-3.1301443597374363,-0.04980681972113583,-0.30508807021988155,-0.9284380343548599,-0.20423424781228675,-0.6987127855322339,0.2005290844827587,13.420165283020989,20.09385242417732,19.972158128175302,0.2027511225604258,396.1962557083149,-2.4917067608829235
2018-07-21 00:33:19.966419458,-2.91862869263,False,19.984910965,2.10182719323961,-1.1495226894597752,-3.1288671191849327,-0.055559958490961465,-0.30125395753228634,-0.9283755885678516,-0.20834237079830362,-0.7778864140929536,0.32192864827586215,13.348909017316341,20.075196389117163,20.013883268997375,0.19467765897127437,396.12897684774515,-2.251465957471919
2018-07-21 00:33:20.033772469,-2.91862869263,False,20.007038362381934,2.0255946718078564,-1.1531768316255022,-3.1259563263271812,-0.0613130972607871,-0.29741984484469114,-0.9283131427808434,-0.21245049378432046,-0.8570600426536732,0.4433282120689656,13.277652751611695,20.05654035405701,20.055608409819452,0.18660419538212294,396.0616979871755,-2.0112251540609147
2018-07-21 00:33:20.061987877,-2.91862869263,False,20.0316905975,1.9459293973495204,-1.156825056904213,-3.1230001570165067,-0.06706623603061274,-0.29358573215709594,-0.9282506969938351,-0.21655861677033733,-0.9362336712143928,0.564727775862069,13.206396485907048,20.037884318996852,20.09733355064153,0.17853073179297152,395.99441912660575,-1.77098435064991
2018-07-21 00:33:20.111481428,-2.91862869263,False,20.07428826382751,1.8941457984689132,-1.1604732821829236,-3.1200439877058317,-0.07281937480043837,-0.28975161946950073,-0.9281882512068269,-0.2206667397563542,-1.0154072997751125,0.6861273396551724,13.1351402202024,20.019228283936695,20.139058691463607,0.1704572682038201,395.927140266036,-1.5307435472389057
2018-07-21 00:33:20.158976793,-3.02629756927,False,20.133710861199997,1.852997793250375,-1.164121507461634,-3.117087818395157,-0.07857251357026401,-0.28591750678190553,-0.9281258054198186,-0.22477486274237107,-1.0945809283358319,0.8075269034482759,13.063883954497753,20.000572248876537,20.180783832285684,0.16238380461466867,395.8598614054663,-1.2905027438279013
2018-07-21 00:33:20.203356743,-3.02629756927,False,20.133710861199997,1.8284384135522416,-1.1677697327403447,-3.1141316490844826,-0.07935717761297759,-0.2741574722194655,-0.9293944542484569,-0.2311132430518276,-1.1040089857758622,0.8024544982758621,12.989837865948276,19.983848982812933,20.186472761234484,0.1628448241232414,395.8134447296466,-1.0825666850716293
2018-07-21 00:33:20.277037859,-3.02629756927,False,20.119225749361018,1.8121164745848877,-1.1714179580190553,-3.111175479773808,-0.07806018821271139,-0.25907669568574665,-0.9312207948923463,-0.23838603947308096,-1.0842155786356822,0.7443938373313344,12.914622918815592,19.967935493483058,20.17706351445772,0.1668815559178171,395.7757687320225,-0.8881654205185263
2018-07-21 00:33:20.312685490,-3.02629756927,False,20.090385437000002,1.7995609260394902,-1.175066183297766,-3.108219310463133,-0.0767631988124452,-0.24399591915202773,-0.9330471355362357,-0.24565883589433435,-1.0644221714955022,0.6863331763868066,12.83940797168291,19.952022004153186,20.16765426768096,0.1709182877123928,395.73809273439844,-0.6937641559654232
2018-07-21 00:33:20.356339931,-3.02629756927,False,20.077176089752925,1.8048093581633584,-1.1787144085764765,-3.1052631411524585,-0.075466209412179,-0.22891514261830884,-0.9348734761801252,-0.2529316323155877,-1.0446287643553225,0.6282725154422788,12.764193024550226,19.936108514823314,20.158245020904197,0.1749550195069685,395.7004167367744,-0.49936289141232004
